page,fbid
Exo - Réseau de transport métropolitain,129839123750831
Exodus Travels,17847686393
Expat Daily,872492046127443
"Expedia Cruises - Air, Land & Sea Vacations",14349505641
Experience Collingwood,1404936759746233
"Experience Kissimmee, Florida",158483980987713
Experience PEI,52793954118
Experiencity Canada,1571499289801044
Experiencity Québec,833064356865525
Exploramer,144207438942006
Explorateur Voyages,432016820154431
Explore Canmore Kananaskis,134771673243119
Explore Fort McMurray Wood Buffalo,358421137140
Explore Sidney,652165411484568
Explore White Rock,197709986265
Explore the Bruce,51632664959
ExplorePeoria,104682892925512
Explored Planet,421282391826539
Explorer Guide,92834638369
Explosive Edge,114037075290750
Expo Manger Santé et Vivre Vert,178868948806283
Expo Yoga & bien-être,1668115420097075
ExpoHabitation,153128911377519
Exporail,110933262266375
Export Development Canada - Exportation et développement Canada,126625247383774
Expos Fest,1247518108597684
Exposed Wildlife Conservancy,449592368577004
Exposition Saint-Prosper,1383444778571255
Express-Ski,146529475016
Exquisito Perú,1439351086126023
Extensive Enterprise,156201101104626
Extinction Rebellion Canada,1698463553597402
Extinction Rebellion Edmonton,2350825118484029
Extinction Rebellion Nanaimo,1133450606861631
Extinction Rebellion Nova Scotia,663791624017529
Extinction Rebellion Ontario,1987874584582548
Extinction Rebellion Québec,2019304948359584
Extinction Rebellion Vancouver,270539956988597
Extra Fabulous Comics,161423984000318
Extraordinary Church,164551196942291
Extraordinary by Lory Goldheart,102345046777466
Extraordinary: The Seeding,953590614817317
Extreme Couponing Mom by Aimée Geroux,216180271730925
Extreme Dreams Automotive 604-746-4266,146442998734872
Extreme Hockey and Sport,119280834780888
Extreme Natural Health News,1451952128367213
Eye Kandy Cosmetics,179159632122741
Eye of the Tiger Management,160095520746436
Eye on the Arctic / Regard sur l'Arctique,105369022835856
EyeAmi,127942160741509
Eyeman Music,101022774948295
Eyoon Almaha Center  مركز عيون المها,187310567963742
Ezekiel and Esther UG,102867951133710
Ezra Levant,131404586952777
F Bass - Handmade Bass Guitars,157976230916588
F.O.O.L Music,100047253305325
F.T.W Gaming,1852013228429283
F1RST WARRIOR,1370474066365196
FAC Calgary,118309434891614
FAE,182888094401
FAITE À L'OS,612270802473849
FAN EXPO Canada,148461041872161
FAN EXPO Dallas,193425177397923
FAN EXPO Vancouver,744688722311307
FAR  Festival des arts de ruelle,287640868368807
FASD Caregiver Success,195836437129046
FASHION Magazine,14008828449
"FAYS, terroir chocolaté",205243226193010
FB Troublemakers The Second,1181562118593916
FC Edmonton,307004169493
FC O Xuân Vlog,104940957578641
FCFA du Canada,312301635745
FDR Logging,899287223529407
FERME,1037801096277493
FEUS,321112266321
FEVER 333,100044285627000
FF1,1192783607457915
FFAW/Unifor,613525635350948
FFL - Fédération Française de la Lose,1624078231181292
FG Chocolatiers,124680867588714
FG Pro Shop,136171383103200
FIDE - International Chess Federation,198487910190049
FIG Projects,668774079847112
FIND MBA,106220282745767
FINNEAS,100044425599791
FIQ - Santé,254599681602
FIT.Linda,1484365855194034
FITH RADIO [ፍትህ ሬዲዮ],175022572637172
FLARE,371767282198
FLED - Find Lost & Escaped Dogs Vancouver Island,317104528400676
FLIM,135070806540273
FLIP Fabrique,155599757904684
FLIX,288235294544138
FLO EV Charging,1094825397222768
FLOW 93-5,186371998049995
"FM 103,3 - La radio allumée",110821378937188
"FM Charlevoix - CIHO 96,3",101619366699027
FM93 Québec,129084380484268
FME en Abitibi-Témiscamingue,91077082328
FMG - Festival de montgolfières de Gatineau,232896591092
FOLIA Design,108794872562454
FOOT 24/24h,105882217488966
FORM,1133213526811909
FORT MCKAY First Nation,147789782091500
FORÇA PORTUGAL !,129367493756005
FPV,1560475564268419
FR إعلام العرب,113455337033096
FRANCE D'AMOUR - Page officielle,100044406850247
FRAPRU,269122136446693
FRIENDSHIP-STORIES,1610747249167270
FRIGID,10198634613
FSA ULaval - Faculté des sciences de l'administration de l'Université Laval,127433030668894
FSJ Minor Hockey,1548385878767731
FSSS CSN,266597510026180
FTA - Festival TransAmériques,192840716437
FTMIG,2089207147989721
FTQ,156235841087715
FTQ-Construction,166936194129
FUN SHUN,1399864806981725
FUNnel Vision,1549599032026367
FVDED In The Park,769271949793451
FX 101.9 TODAY'S COUNTRY,278513088286
FXR Moto,168843610268725
FYidoctors,244662495580744
FabWoman,1990068971226040
Fabbrica,1866474166930644
Faber Drive,184895519872
Fabien Cloutier,100044397970578
Fabienne Colas,154219537947467
Fabricville,144126818123
Fabutan,135591792941
Face The Truth,1937877556476216
Faceless Fly Fishing Media,100050298137488
Faces Magazine,118651098158454
Fact Maniac,131240216924139
Factable,131530680800641
Factor Eight,1429872267236531
Factory Recreation,415173750504
Factry,1730079507239359
Faculté de droit Université Laval,215448315143457
Faculté de génie,182839863340
Faculté de musique - Université de Montréal,127458637454239
Faculté des Sciences de l'Agriculture et de l'Alimentation,111480022222368
Fadi Awad,238539839502517
Fadi Younes,510217115832320
Fahima Bouazoug,100045301905587
Fair Path Forward,339171973365770
Fair Vote Canada/Représentation équitable au Canada,39315431246
FairPlanet,22760563564
Fairfield Animal Hospital  Kelowna,316975165043736
Fairgale,442420589227939
Fairmont Banff Springs,115706450515
Fairmont Chateau Lake Louise,107714672593818
Fairmont Chateau Whistler,83236368050
Fairmont Château Laurier,111026732247025
Fairmont Hotel Macdonald,200681598099
Fairmont Jasper Park Lodge,76070838706
Fairmont Le Château Frontenac,113715138644933
Fairmont Le Château Montebello,169956333353
Fairmont Le Manoir Richelieu,163165622100
Fairmont Le Reine Elizabeth,99360886705
Fairmont Pacific Rim Hotel,146650022041636
Fairmont Royal York,102898967510
Fairmont Tremblant,143569448997496
Fairmont Vancouver Airport,103774773018876
Fairy Creek Blockade,105347037953728
Fairy Love,164503630244044
Fais-moi un sourire,170374836338717
Faisal Kutty,615123348626390
Fait au Québec,469526209764933
Faith Beyond Belief,115549792166
Faith Christian Fellowship Moncton,256760121018361
Faith Int. Church - Toronto,127820903991066
Faith Sanctuary,586773831450714
Faith&Hope&Love,146860802571441
Faits divers,494704050883120
Faiz Ahmed Faiz,48922427776
Fajas Colombianas Premium,589477624586153
Fake Baudrillard Post-Post Posting,2027013150716910
Fake SportsCenter,817753511685471
Fallon Bowman,121666721578
False Knees,100044197131024
Falsifier,100044405440246
Fame10,412887198817411
Fame10 Soaps,194380021177111
Fameux Style & Fashions,1794126884148673
Families For Justice,164459386985766
Familiprix,127622357269771
Familiprix Anne-Julie Boucher et Vincent Vandal Trois-Rivières,120336405204200
Familiprix Pierre Théberge et Judith Savoie,280862721986631
Famille Charles IGA et IGA extra - Gatineau Chelsea Cantley,808764752512593
Famille Fontaine,305830399484120
Famille Migneron de Charlevoix,113944671993103
Family Christian Centre - Official,124128387656402
Family Feud Canada,475436883214697
Family Feud Live,472904019476026
Family Fun Vancouver,293701540680417
Family Health Advocacy,479214755601926
Family HealthMed Pharmacy,1659028590822197
Family Life Goals,913689935387254
Family Midwifery Care of Guelph,111120885621591
Family Pizza Moose Jaw,133662579985477
Family Transition Place,152619004778159
Family YoYo,104930707975302
"Family and Children's Services of Frontenac, Lennox and Addington",502994029764357
Family court hurts,126418167459421
Family for LENI,867897416653186
FamilyLife Canada,35356525008
Famous BAND Filipino Association of Musician & Other Unknown Singers,1581513375507884
Famous Chihuahua,7464602476
Famous Dex,1504038086292127
Famous Fighters,108349400700162
Fan Narinder Khera de,1420156658255181
Fan club Marie Élaine Thibert,601652203264054
Fanabox,8427561155
Fanadiens.com,507104925998745
Fandom Empire,513697338784002
Fanny Bay Oyster Bar & Shellfish Market,1760791544169864
Fanny Bloom,100058188245511
Fanny Yockell,100044185791490
Fanoweb,264064142975
Fans des Canadiens de Montréal,209744905716771
Fans of Jessye Norman,592682534099987
Fans of the Winnipeg Jets,303257536391610
Fanshawe College,62676031445
Fantasia International Film Festival,131864703499876
Fantino & Mondello,123166207763319
Fanzorelli's Restaurant & Wine Bar,108651205925711
Faouzia,504473616383168
Farah Dhukai,119932868056867
FarajBalousha,2166039686848348
Farfadet,119212868138598
Farida Collection: Tailoring Made Simple,101570468173732
Fariha Naqvi-Mohamed,496659907021673
Faris Team,280284739786
Farm Boy,243017162478953
Farm Credit Canada,215962671882427
Farmer Brown's Greenhouse,220808207945797
Farmer Tim,100044486887238
Farmers' Markets of Nova Scotia,204732476211782
Farmery Brewery,113650495485294
Farmhouse Is My Style,239291646648744
Farmstead Cheesehouse & Gelateria,920617321620327
Farnam Street,539437096109665
Farooque Bhai Project,534466749965215
Faroutride,1542122886078128
Farzad's Barber Shop,69766213904
Fashion 4 Less Syria,678538962509359
Fashion Addition 14 Plus,228663440632215
Fashion Beauty Kids,290751417706148
Fashion Santa Model,647283572023436
Fashion Style,117270756544
Fashion Today,228780027136667
Fashionforchurch,1414513752186759
Fashionkids_worldwide,1714349085476617
Fast Romantics,100050355735696
Fatal Light Awareness Program Canada,167532639934005
Fatburger Canada,136099889757056
Fateh Doe,64636966807
Father's Heart Healing Ministries,202500253117068
Fathers Rights Canada,121238045003241
Fatima Omar,100044183153709
Fatoumata Chérif,1418861045102596
Fatoumata Chérif Blog,110440000575134
Fatso,645421232300784
Fauna Foundation,119576291424378
"Faut pas que je ris, faut pas que je ris, Hahahaha. Oups.",206437725427
Fauxmagerie Zengarry,156425691162297
Faytene TV,590009254366898
Fayçal El-Khoury,1591228401138233
Fearless Ontario,105826204484811
FedEx,303473312998028
Federal POST TV Magazine,2021736364802330
Federation CJA,383751884360
Federation of Sovereign Indigenous Nations - FSIN,100174800069280
Federico's Supper Club,112676592123586
Feed Nova Scotia,376159245728307
Feed Ontario,8982327261
Feel your best with Steph,366203633968838
Feels Like Home,113818465377767
Feline Wellness Magazine,300008294671
Felitche,790820380971539
Felix Cartal,9899019042
Felix Jaehn,100044208230545
FemalePains,212766582131443
Feminism=Equality,191947198086592
Feminist Current,407642072607311
Femmes Exceptionnelles,1426768880898857
Femmes autochtones du Québec - Quebec Native Women,328464560562643
Fenplast,193076897427025
Ferdinand E. Marcos,1714640445478813
Fergus the Horse,100044284021545
Ferlac,105954189425872
"Ferme 5 Étoiles, Centre de Vacances",293715744080179
Ferme Cadet-Roussel s.e.n.c.,366204243413526
Ferme Guy Rivest,367352296970
Ferme Rouge,157454174273387
Ferme la Bourrasque,147303588763070
Fern Resort,131696333527414
Fern. Official,198289970761493
Fernie Alpine Resort,83023785366
Fernie BC,197109126975919
Ferrarism,1113073032052675
Ferreira Café,129567217076003
Fertility Matters Canada,57435550753
Fertilys,511840735511948
Festi-Glace de la MRC de Joliette,291365074404532
FestiVoix de Trois-Rivières,14763273939
Festibière de Gatineau,149103911815297
Festival BD de Montréal (FBDM),283952061670412
Festival Bach Montréal,140775617812
Festival Country Western De St-Gabriel-De-Rimouski,264667976957892
Festival Country de Lotbinière,620874714683372
Festival Décibulles,205024359509750
Festival Haiti En Folie,313985188665491
Festival Hors Route,93539783013
Festival Inspire,1624915291086232
Festival International Dansencore,10105294111
Festival International de Jazz de Montréal,22826021863
Festival Metro Metro,210697109809188
Festival Mizik Kreyol de Montréal,534033700051272
Festival Nanaimo,1577571442458284
Festival Regard,188704634482451
Festival SPASM,101093750808
"Festival Western St-André-Avellin, rodéo professionnel inc.",266606803377809
Festival Western de St-Tite | Page officielle,165595353475353
Festival d'été de Québec,284887542210
Festival de Lanaudière,237587654751
Festival de cinéma de la ville de Québec,234534146560040
Festival de la banquise,734156386652380
Festival de musique Artefact,200083783403547
Festival du Voyageur,166134891194
Festival du film de montagne de Banff au Québec,199229139905
Festival du nouveau cinéma - FNC,112369962132737
Festival en chanson de Petite-Vallée,339544192751151
Festival international de la littérature (FIL),131367256883853
Festival international du blues de Tremblant,278923462215456
Feven Mesfin GIRMA,100046938708256
Fibromyalgia - NewLifeOutlook,189569904577816
Fibromyalgia Support,111775228998691
Fibromyalgie,414735915206283
Fibrose kystique Canada - Division Québec,162576157129896
Fidel Gastro's,180390048709936
Field Law,92453219665
Fier d'être Guyanais,100475750104750
Fier-Pet,423333694483198
Fierce Tarot,964034420473534
Fierté Burkinabè,166336703706490
Fierté Montréal / Montréal Pride,91284896260
Fiesta Farms,151856824439
Fife House,185576991472030
Fifty Shades of Grey Trilogy,270950846385688
Fight Against Covid-19,106184217668696
Fight for $15 & Fairness,376591935781724
Fightback,105623866152848
Fighting Blindness Canada,187447074652378
Fighting against Chinese Communist Authoritarianism,514646575546805
Fiji Talents- Kalakaro ka Sangam,100047395564358
Filipino Portal,893075287386208
Filipino TV,1558062954412302
Filipino-Community of New Brunswick,455899974567138
Filippo Berio Olive Oil US,714240008589924
Fillactive / FitSpirit,56047301792
Film - Fashion & History,1957758151139744
Film d' horreur,1245458128895636
Film.Ca Cinemas,117032268317860
Fils Révélés,105111867825034
Final Fantasy News,100663754938066
Financement agricole Canada,589597884402875
Financial Post,168282878593
Finbar's Irish Pub,182828675078094
Findlay Hats,443981252374970
Fine Lads,521446715028315
Finetone Music,1540666076147185
Finger Eleven (F11),100044641500084
Finishing Touches,375766104548
Finn Iles,100044576377421
Finn's Harbour-Front Restaurant & Oyster Bar,1769392326422419
Finning Canada,1597760237140148
Finny McConnell,238287709694894
Fiona Forbes,100045501082097
Fiona Yellow 黃麗文,107710287314999
Fionn MacCool's,276776393536
Fire Rat's Playground,781205841915981
Firearms Outlet Canada,601336333301720
Firefighters Of Nova Scotia,654785857869990
Fireforce Ventures,140529419705407
"Fireside Books Parksville, BC, Canada.",348439965515
Fireworks FX,235219304864
First Choice Haircutters,167310742280
First Light,1437738386510547
First Nation Stories/Photos/Insights,437708519600840
First Nations Child and Family Caring Society of Canada,266635343435960
First Nations Forestry Council,113772445341285
First Nations Health and Social Secretariat of Manitoba,894740150648359
First Nations University of Canada,250284845029519
First Peoples Law,285058964874254
First Peoples' Cultural Council,232073946859502
First Row Collectibles,437380096321489
FirstMate Pet Foods,102354979826288
FirstOntario Performing Arts Centre,220607521297932
Fish LSC Fishing Charters,1436740006621354
Fish and Hunt Saskatchewan,174900922544657
Fish'n Canada,339702579461707
FishWorld,302336176471249
Fisher River Cree Nation,404258216369355
Fisher Wavy Inc.,128628054223135
Fisheries and Oceans Canada,315919208830119
Fisherman,149704422450632
Fishing & Hunting in Manitoba,1440243312892675
Fishing fishing,1888835068022159
Fishing with Rod,100044264775699
Fishinggeeks,458606040945677
Fiston,160506187403861
Fit Chick - Selene Yeager,100057266005974
Fit Pro AJ ELLISON’s Page,100044161433176
Fit is a Feminist Issue,576242059112232
Fit4Less Canada,787500087951265
Fit4Uformula,107955034222695
FitTrack,1559316677502582
Fitmenu,181622482020907
Fitness with PJ,147652285273755
Fitsaurus,357665354607348
Five Alarm Funk,189905794373608
Five Points Media,1439176299668792
Five Roads Brewing Co.,1664940503616098
FixMeStick,291476217529336
Fixed Furlife Quinsey,1520020144907498
Fizz,178671719589944
Flagstaff County,198254411772
Flair Airlines,686017874840501
Flames Feed,1471479403135533
Flaming Lips,100044469548069
Flamingo,170976036349475
Flammarion - Diffusion Canada,288439417866015
Flamur Ilazi,100044237119196
Flat Earth Theorem,291386627960593
Flat Iron Drug Store,122072754518405
Flat Tummy Co,509824402399319
Flatbush Zombies Fans,569779889872824
FlavCity,323112341086184
Flavor 19,117747594977015
Flavour Of Desi Food,288607678431188
Fleddy Melculy,100044598722195
Fleetwood Mac,8340954137
Fleetwood Mac News,173358559352393
Fleming College,5690608258
Fleuriste Dames d'Alcantara,331462863558005
Fleurs de Villes,1666987366914513
FliegerFaust,1659745090944578
Flight Centre Canada,144247865611461
FlightHub,120632824751454
Flin Flon Public Library,108621045851277
Flin Flon Reminder,267196836695686
FlipGive,289712061102953
Flipp Dinero,238082059912499
Flo Rida,100044159393740
Flor de Loto,46947612129
Floramama,666887123382624
Flordeco,302051429855707
Florence Fire Department,328868920541817
Florence K,100044170462541
Florenceville-Bristol Tourism,106836729404350
Florent Pietrus,177835329001179
Florentino Jajoy,522089661165386
Flores & Pine,2282587468665189
Florette,281378815238547
Fluffymuff Productions,1133591443320176
Fluval,145982154866
FlySwoop,1342726399114485
Flyers Feed,578714915567518
Flyers Nation,249191658429375
Flying  Dogs  Canada,780989615389617
Flying Monkeys Craft Brewery,108949405799023
Flying Pigs Recycling,159797714086027
Flying U Ranch,158426364185026
Flying7,183509445408269
Fneeq-CSN,193489047343939
Foam Lake Fire Dept,806779839349231
Focus on the Family Canada,55795218809
Fogo Island Inn,225895870770324
Folie Urbaine,937942229646049
Folkway Music,121337591216072
Following the Lives of Prince William & Kate Duchess of Cambridge,100044543914894
Fond Du Lac Emergency Covid-19,112743563686921
Fondaction,152470938100287
Fondation CHU Sainte-Justine,179832233024
Fondation Charles-Bruneau,152843301435553
Fondation David Suzuki,168889579973
Fondation Dr Clown,127127110792439
Fondation Dr Julien,172494389451845
Fondation Hôpital Charles-LeMoyne,147108322012055
Fondation Hôpital Pierre-Boucher,105162022855226
"Fondation Hôpital général de Montréal, Montreal General Hospital Foundation",359354117766579
Fondation ITHQ,132680490120606
Fondation IUCPQ,144673925568731
Fondation Institut de gériatrie de Montréal,1769097286670367
Fondation Jasmin Roy,172336302790869
Fondation Jean Lapointe,486274671402946
Fondation Mira,130494087023400
Fondation René-Verrier,132103933519422
Fondation Rivières,139984972692333
Fondation Santé Gatineau,135409519866307
Fondation Sur la pointe des pieds,104436016361865
Fondation Véro et Louis,1551962115102930
Fondation cancer du sein du Québec,156248202805
Fondation de l'Hôpital général du Lakeshore - LGH Foundation,196649777065009
Fondation de l'Imam Hussain,1627013314264877
Fondation du Centre jeunesse de la Montérégie,176071869094975
Fondation pour la défense des droits et libertés du peuple,111343073938959
Fondation québécoise du cancer,204076236325034
Fonds de solidarité FTQ,134160369940350
Foo Fighters,25098475544
Food Basics,903909569663630
Food Depot Alimentaire,268995153176974
Food First NL,184847221532410
Food Network Canada,49507049030
"Food4Kids Hamilton, Ontario",135942276536201
Foodie Québec,392090007524661
Foodie's Fusion,1822219674699247
Foodland,743624602395890
Foodland,447268728768722
Foodland Grand-Falls,1555063338099885
Foodland Ontario,181598781850656
Foods & Wines From Spain,101213034690831
Foogiano,111128203599347
Football Alberta,503709906338891
Football Canada,146263246339
Football Town,113781742360614
For Our Future,108620667163768
For Our Kids,2389440208005428
For The Love Of Rosco Dog Grooming,286368611560096
For Truth Not Religion,1491010904358392
Force 4,1505234569587821
Force Within Mike,1568418033223765
Forces armées canadiennes,686814348097821
Ford Canada,130961623701549
Ford Québec,412124195496117
FordNation,636279863159648
Foreign Family,448787331815446
Forest Blakk,100046766483855
Forest Rescue,784410365005111
Forest Rescue 2: Friends United,179539005779049
Forest Rescue Bubble Pop,1033486906767126
ForestKids Early Learning - Forest School,530565460331447
Foreurs de Val-d'Or,145812755491403
Forevastrong.sma,102912664461928
Forever Christmas,408211822630442
Forever Yours Lingerie,75756222753
Forkly,295397296245
Format familial,1546503325575912
Fort Edmonton Park,110770612303802
Fort Frances Times Ltd.,49484079165
Fort McMurray 468 First Nation,497480886971005
Fort McMurray Golf Club,1711379869088923
Fort McMurray Heritage Society,260650299824
Fort McMurray Home Hardware Building Centre,346498605427258
Fort McMurray Today,130934160317794
Fort St. John Hospital Foundation,146235698776556
Fort St. John North Peace Museum,102713059806910
Fort Steele Heritage Town,210088353227
Fort William First Nation,164691273655399
FortNine,160839060931141
FortWhyte Alive,471614835647
Forteresse,100045145178236
FortisBC,1161984257235853
Fortress of Louisbourg National Historic Site,133020620134328
Fortunate Losers,100050624523301
Fortunate Ones,589851377699910
Forum of Federations,134709716583515
Fossil Realm,249022125129720
Foster's Home for Dogs,272959006093708
Fototripper,310032656116178
FouKi,316209005233323
Fouad 'Hoss' Abiad's Official Fan Page,131874590177024
Fountainview Academy,235912776442
Fouquet Morel,266872443518728
Four Points by Sheraton London,169540579737547
Four Seasons Hotel Bengaluru at Embassy One,1185187761634373
"Four Seasons Hotel Macau, Cotai Strip",215576530247
Four Seasons Hotels and Resorts | Jobs and Careers,168982334885
Four-Town+ Journal,110152040348191
Fourrures Grenier,231177730372297
Fourteen Restaurant & Sky Lounge,459251880937073
Fourtitude,56115242530
Fox Chevrolet Cadillac,171289299684946
Fox Harb'r Resort,224772917633091
Fox's Bakery and Deli,284262341611554
Foxxy Empire Beauty with Alex,741616792564451
FraiseBec,220275411339763
Fraisière Lebel,133686426705516
Framar,314507758590485
Frameworth Sports,390832964400581
Francesco Sorbara,298540300287087
Francine Honey,82925689165
Francine Landry - Politicienne / Politician,575337265934469
Francis Bédard,322841627912357
Francis Fraioli Photography,614752021904697
Francisco Randez,100044379131314
Franck Nicolas,467107220019064
Francos de Montréal,17656460271
Frank Baylis,609274972512443
Frank Custeau,291373071218592
Frank Dube,620128411428180
Frank Flo,556892757699617
Frank Lyman Design,100044498497531
Frank Scarpitti,116396661751850
Frank Spadone,46472405128
Frankie Cena,100045699368255
Frankie Collective,685767004799492
Frankie DJ,1768859133378961
Frankie Drake Mysteries,181429305708494
Frankie Flowers,169411579774689
Frankie MacDonald,100044406340497
Frankie Moreno,100044234329707
Frank’s Pizza House,327079879034
Français langue seconde / École de langues / UQAM,235026590018675
François Bellefeuille,100044168842826
François Bonnardel - Député de Granby,393003020744067
François Cardinal,100050432502174
François Charron - Page officielle,125426694946
François Jacques - Député de Mégantic,458584467971649
François Lachance,100044856067401
François Lambert,241810319242706
François Legault,400223946701308
François Lemay,1448893498664482
François Massicotte,103497116441291
François Morency,100044353302868
François Pérusse,100044180331806
François-Philippe Champagne,297499043722950
Françoise David,32573108565
Fraser Health,175328502560643
Fraser Valley Bandits,1876301245766281
Fraserway RV - Abbotsford,166455113411684
Fraserway RV Rentals,231948050155036
Frazey Ford,324060425185
Fraîche,550570175083751
Freaktography,172011556260831
Fred Bastien,298981942547
Fred Eisenberger,1377371432558215
Fred Lam,1459405021035248
Fred Pellerin,100044575233244
Fred Penner,39226896919
Fred Savard,988037657970817
Fred Victor - Helping People Find Place & Purpose,237398566290851
Fred's Custom Tackle,113421562080484
Fred's Farm Fresh,114174648633499
Freddie Gibbs,100044420859979
Freddo Canada,1461345284157819
Fredericton - Fire Department,141185629316183
Fredericton Fire Fighters' Association,394196740664802
Fredericton Hyundai,140080246015496
Fredericton Mitsubishi,706700142731816
Fredericton Playhouse,33825326033
Fredericton Police Force,839999232678023
Fredericton Red Wings,270681520552868
Fredericton SPCA,153639551316324
Fredericton Tourism  - Town Square Social Hub,163616493667146
Fredericton's Move,171723956676
Fredericton's Pure Country,259639000124
Free & Easy Traveler,34078898960
Free Apps,582905881731064
Free Bird Media,573035232887204
Free ESL Handouts,114600995237370
Free Korean Dogs,1435378873438719
Free Spirit Hostel Nicaragua,1456407001285523
Free Witchcraft Spells,139998392710406
Freedom Buick GMC,207801629713124
Freedom Flotilla Coalition,452654548099556
Freedom Free For All,512416152237408
Freedom Media Canada,101493931348688
Freedom Mobile,135473429151
Freedom Tackle Corp.,387611531287642
Freedumb and Demockrazy,1449179515316385
Freezer Meals 101,100044460799110
French River Trading Post,50605548887
Fresh & Local Farm Outlet Market,220506058458335
Fresh Breath,113991988613554
Fresh Cuts Market,1312886278734814
Fresh Start Recovery Centre,82373174508
FreshCo.,111409358896215
Freshdaily,928320254020115
Freson Bros.,235821649770449
Freudz Couch,370570289791420
Fridays For Future Canada,421735215262361
Fridays for Future Toronto,329032521255210
Friends Forever,2006130426374459
Friends Of Oak Island,44960657678
Friends of Canadian Broadcasting // Les Amis de la radiodiffusion,306509560692
Friends of Fort George,102031676507960
Friends of Hong Kong Calgary,248795358826324
Friends of Hong Kong- Edmonton,105809374139708
Friends of Israel,103649516338979
Friends of Medicare,128321397217817
Friends of NASA,101143890037274
Friends of Science,244675788944611
Friends of Temagami,23194453243
Friends of the Bar U,157038511037413
Friends of the Richmond Archives,412101172192487
FriesenPress,122703407781257
Frimizen,162186533943221
Frind Estate Winery,273040603381984
Frisk India,2070790459861719
Fritz Tiny Homes,104143031250563
From The Vault,377006292420303
Fromagerie Au gré des champs,140648932641781
Fromagerie Bergeron,129979047086710
Fromagerie Gourmande de Bromont,104398649627733
Fromagerie La Chaudière,205798756117558
Fromagerie Lemaire,284184048269190
Fromagerie Nouvelle France,154926407884881
"Fromagerie Proulx (1985) Inc, La",388925968214488
Fromagerie Ptit Train Du Nord,107592099348299
Fromagerie Ruban Bleu,223556840993973
Fromagerie St-Albert Co-op Inc. (Officiel/Official),428148933893972
Fromagerie St-Guillaume,793209337418487
Fromagerie Victoria,222234291687071
Fromagerie Victoria,265391340810766
Fromagerie Victoria,128013233922209
Fromagerie des Grondines,866629966767385
Fromagerie du Terroir de Bellechasse,1421749931433089
Fromages d'ici,164675833574911
Front Line Assembly (Official Fan Page),124925894226202
Front Row Sports,132317416807239
Frontenac News,243318625744155
Frontiers North Adventures,56974772154
Frostmare,333051190371857
Frosty Festival,328024060551911
Frozen Pirate Snow Services,696687023745467
Frugal Freebies,40481447144
FrugalCanadians,206403696143064
Fruitarin Life Eating RAW to Heal LUC with Fruit and Herbs,331337970222254
Fruiter,1082032898524375
Frédéric Dion,1422887944634293
Frëtt Design,139671956084485
"Fuck it, I’m going to hell",619410091817345
Fuddruckers,107550426257870
Fuego Diablo Premium Steaks,760499620659292
Fueled By Ramen,6996003913
Fueled: Empowering Art & Literature,205943596848875
Fugueuse,412490915578113
Fukasaku of Prince Rupert,191967384310137
Fulfilling Hearts Rescue,609762639082550
Full Beard Brewing Co.,841277805986493
Full House Lottery,321938097098
Full Moon Features,438165796775128
Fully Automated Luxury Liberalism,139598436466628
Fun Show Amusement,402615866552664
Fun and Faith,475797989151135
FundScrip,153607565010
Fundación Pasito a Paso Perú,398441656934105
Fundy Geological Museum,120369588016683
Fundy National Park,125422637485733
Fundy Trail,114399768627088
Fundy’s Cape Enrage,163492873714661
Funker530 - Combat Footage,195258057192505
Funky Fluff,209295575810501
Funky Junk Interiors,175378011140
FunkyThreadz,25237656492
Funny Canadian Memes,907042789446482
Funny Everyday Memes,280358845817788
Funny Jokes,731281296903209
Funny Offensive Meme's,870730726319257
Funny Smack Memes,591270594717810
Funny ~ Good Morning ~ Images ~ Quotes,158638357572278
Fur-Ever Homes Rescue,320368694653724
Furious Pete,94171803428
Furlani Foods,283668568334912
Furniture Galaxy - Cold Lake & Bonnyville,328246407208143
Furniture Villa,115288711951267
Furry Tales from the Woke Side,1485721088204237
Fusion Credit Union,384487644998443
Fusion Mineral Paint,696702647068249
Fuslie,869998869783409
Future Buildings,170687206317278
Future Sault Ste. Marie,320738878320715
Future Super,710266392358023
Future West Moto,474012155967965
Fuudge,528051580706929
Fuzzy Puppy Toy Poodle,111035906226368
Fynes Designs,539367569426619
Fédération de la jeunesse canadienne-française (FJCF),168142455861
Fédération de patinage de vitesse du Québec,295912940598825
Fédération des Québécois de souche,184391164917258
Fédération des centres d’action bénévole du Québec,189159684451586
Fédération des intervenantes en petite enfance du Québec Fipeq-Csq,127067803971172
Fédération des médecins spécialistes du Québec,174688237287
Fédération des syndicats de l'enseignement (FSE-CSQ),195260293845632
Fédération québécoise de camping et de caravaning - FQCC,138699449512300
Fédération québécoise de taekwondo,115348592723
Fédération québécoise des massothérapeutes (FQM),325708127115
Fédération québécoise des organismes communautaires Famille,1542410029323210
Fédération étudiante collégiale du Québec - FECQ,131086953579631
Félix-Antoine Tremblay,100044427009462
Fête des vendanges,109708839064881
Förena Cité thermale,1653900701358522
G Adventures,864126367284924
G Adventures,2450922744960479
G Adventures,322184208702363
G Adventures,8225136001
G Adventures,841212032944463
G Adventures,100417288184156
G Herbo,100044265584464
G-Power Radio,1882430585411526
G.M. Collin,99392438550
GARRY HATHUR,100050450831487
GASHI,174883226299270
GATO DA BATO,136098239751838
GC Jobs,131514060764735
GCIndigenous,218581684934651
GCR - Garantie de construction résidentielle,1488317198089464
